arg_id,comment_id,argument,cluster_l1,cluster_l2,is_centroid,micro_cluster_id,micro_cluster_size,centroid_arg_id,source,url,original_count,duplicate_group_id
A86_2,86,透明なプロセスで民主的な議論を行うべき,1_7,2_54,false,547,4,A126_3,dhtool2025/full-complete-compressed,,1,group-86
A86_3,86,原発の新設は経済的合理性から脱却すべき,1_8,2_40,true,294,1,A86_3,dhtool2025/full-complete-compressed,,1,group-86
A86_4,86,原発に投入する資金を再エネへの投資や地域分散型の供給システムに充てるべき,1_4,2_0,true,507,1,A86_4,dhtool2025/full-complete-compressed,,1,group-86
A86_5,86,2035年の削減目標60%は低すぎる,1_1,2_12,true,809,1,A86_5,dhtool2025/full-complete-compressed,,1,group-86
A86_6,86,日本は世界の脱炭素化をリードすべき,1_2,2_43,true,936,1,A86_6,dhtool2025/full-complete-compressed,,1,group-86
A86_7,86,削減目標はより野心的な数値を掲げるべき,1_1,2_12,true,806,1,A86_7,dhtool2025/full-complete-compressed,,1,group-86
A86_8,86,2050年カーボンニュートラルへの直線的な削減プロセスでは温度上昇を1.5度に止められない,1_2,2_43,true,895,1,A86_8,dhtool2025/full-complete-compressed,,1,group-86
A86_9,86,新築の断熱気密性性能の基準を高めるべき,1_1,2_53,true,816,3,A86_9,dhtool2025/full-complete-compressed,,1,group-86
A86_10,86,既築の住宅や建物の断熱気密性改善に補助金を支給すべき,1_1,2_53,true,817,1,A86_10,dhtool2025/full-complete-compressed,,1,group-86
A86_11,86,学校の断熱義務化を行うべき,1_1,2_63,true,788,1,A86_11,dhtool2025/full-complete-compressed,,1,group-86
A87_0,87,政府のInnovationに対する取り組みは遅れており、再エネの取り組みにおいても我が国は欧州と比べて遅れている。,1_1,2_25,true,851,2,A87_0,dhtool2025/full-complete-compressed,,1,group-87
A87_1,87,原発を重要電源に設定していることが再エネの取り組みを遅らせているのではないか。,1_4,2_39,true,499,2,A87_1,dhtool2025/full-complete-compressed,,1,group-87
A87_2,87,原子力は早急に電源としての役割を終える方向に持って行くべきである。,1_5,2_62,false,524,2,A101_2,dhtool2025/full-complete-compressed,,1,group-87
A87_3,87,核燃料サイクルは既に限界であり、無駄な税金の投資は辞めるべきである。,1_5,2_33,true,359,1,A87_3,dhtool2025/full-complete-compressed,,1,group-87
A87_3,101,核燃料サイクルは既に限界であり、無駄な税金の投資は辞めるべきである。,1_5,2_33,true,359,1,A87_3,dhtool2025/full-complete-compressed,,1,group-101
A87_4,87,核廃棄物の処理は重要な問題であり、原発利用の議論が活発である一方で、核廃棄物処理に対する議論が不足している。,1_6,2_49,true,322,2,A87_4,dhtool2025/full-complete-compressed,,1,group-87
A87_5,87,従来の原発利用ありきの姿勢は正されなければならない。,1_5,2_30,true,151,1,A87_5,dhtool2025/full-complete-compressed,,1,group-87
A88_0,88,地震大国に原発は必要ない,1_6,2_50,true,20,2,A88_0,dhtool2025/full-complete-compressed,,1,group-88
A88_1,88,断層の解明など不安定な要素が多い,1_5,2_52,true,765,1,A88_1,dhtool2025/full-complete-compressed,,1,group-88
A88_2,88,核廃棄物の処理方法が問題である,1_6,2_49,true,319,1,A88_2,dhtool2025/full-complete-compressed,,1,group-88
A88_3,88,未来世代への責任を考えるべきである,1_1,2_18,true,653,2,A88_3,dhtool2025/full-complete-compressed,,1,group-88
A88_4,88,原発の建設期間が長く、完成に時間がかかる,1_8,2_41,true,492,1,A88_4,dhtool2025/full-complete-compressed,,1,group-88
A89_0,89,「エネ基案」の決定プロセスに市民が参加する場がほとんどないのは問題である。,1_7,2_16,false,549,2,A73_0,dhtool2025/full-complete-compressed,,1,group-89
A89_1,89,審議会での議論や意思決定に多様な立場の専門家や市民が参加できるようにすべきである。,1_7,2_16,false,556,4,A300_2,dhtool2025/full-complete-compressed,,1,group-89
A89_2,89,民主的で透明なプロセスによる「国民的議論」を行うべきである。,1_7,2_54,false,547,4,A126_3,dhtool2025/full-complete-compressed,,1,group-89
A90_0,90,「2035年までに温室効果ガス60%削減（2013年比）」は低すぎる目標である。,1_1,2_12,false,798,5,A182_2,dhtool2025/full-complete-compressed,,1,group-90
A90_1,90,日本は70～80%削減の野心的な目標を掲げるべきである。,1_1,2_12,false,803,3,A127_1,dhtool2025/full-complete-compressed,,1,group-90
A91_0,91,「原発依存度の低減」を削除せず維持すべき,1_4,2_13,false,416,3,A182_3,dhtool2025/full-complete-compressed,,1,group-91
A91_1,91,地震の多い日本で、万一事故が起こった際の避難計画や廃棄物の処理方法が不十分なまま「最大限活用」はありえない,1_6,2_50,true,726,2,A91_1,dhtool2025/full-complete-compressed,,1,group-91
A91_2,91,数兆円のコストをかけて新増設やリプレースしても、気候変動対策としては間に合わない,1_1,2_8,true,713,2,A91_2,dhtool2025/full-complete-compressed,,1,group-91
A92_0,92,日本は化石燃料からの脱却をできる限り早く進めるべきである。,1_2,2_43,true,871,2,A92_0,dhtool2025/full-complete-compressed,,1,group-92
A92_1,92,ゼロエミ火力は高コストで実用化まで時間がかかりすぎるため、再エネや省エネに投資してエネルギー自給率を高めるべきである。,1_4,2_9,false,1146,3,A182_6,dhtool2025/full-complete-compressed,,1,group-92
A93_0,93,再生可能エネルギーと省エネを最優先で拡大すべきである。,1_4,2_32,true,1093,2,A93_0,dhtool2025/full-complete-compressed,,1,group-93
A93_1,93,地球の気温上昇を1.5度に抑えるために、再生可能エネルギーを3倍に拡大する計画を策定すべきである。,1_1,2_51,true,1388,1,A93_1,dhtool2025/full-complete-compressed,,1,group-93
A93_2,93,省エネを進めるために、建物の断熱基準を強化すべきである。,1_1,2_53,false,815,3,A182_8,dhtool2025/full-complete-compressed,,1,group-93
A94_0,94,日本の2035年の温室効果ガス削減目標は、2019年比で49%削減ではなく、66%削減が必要である。,1_1,2_12,true,800,2,A94_0,dhtool2025/full-complete-compressed,,1,group-94
A94_1,94,日本は気候変動対策をリードする責任があり、2035年の削減目標を81%（2013年比）に変更すべきである。,1_1,2_12,true,812,2,A94_1,dhtool2025/full-complete-compressed,,1,group-94
A95_0,95,「エネルギー基本計画」の策定プロセスに多様な立場の専門家や環境団体を加えるべきである。,1_7,2_16,false,1276,3,A86_1,dhtool2025/full-complete-compressed,,1,group-95
A95_1,95,市民の参加を意見箱やパブコメに限らず、国会での議論を行い、民主的で透明性の高い議論を進めるべきである。,1_7,2_54,false,548,3,A80_3,dhtool2025/full-complete-compressed,,1,group-95
A96_0,96,「原発依存度の低減」という方針を削除すべきではない。,1_4,2_13,true,410,3,A96_0,dhtool2025/full-complete-compressed,,1,group-96
A96_1,96,原発を推進することには非常に大きいリスクがあり、万一事故が起こった際の周辺住民の避難計画は十分に整備されていない。,1_6,2_27,true,189,1,A96_1,dhtool2025/full-complete-compressed,,1,group-96
A96_2,96,原発の維持費や建設費は高騰し続けており、経済的に見てもコストが高い。,1_5,2_38,false,305,3,A139_0,dhtool2025/full-complete-compressed,,1,group-96
A96_3,96,新増設やリプレースには莫大なコストがかかり、その間の気候変動対策を遅らせる。,1_1,2_8,true,714,1,A96_3,dhtool2025/full-complete-compressed,,1,group-96
A96_4,96,原発はトラブルが頻発し、安定した電源とは言えない。,1_5,2_52,true,64,2,A96_4,dhtool2025/full-complete-compressed,,1,group-96
A97_0,97,気候危機を止めるため、できる限り早く化石燃料から脱却すべきである。,1_2,2_43,true,870,2,A97_0,dhtool2025/full-complete-compressed,,1,group-97
A97_1,97,日本は高コストで環境・社会への悪影響が懸念される新技術に頼るのではなく、化石燃料からの脱却を進めるべきである。,1_2,2_17,true,880,1,A97_1,dhtool2025/full-complete-compressed,,1,group-97
A97_2,97,貿易収支の改善やエネルギー自給率の観点からも、日本は化石燃料からの脱却が必要である。,1_2,2_17,true,879,2,A97_2,dhtool2025/full-complete-compressed,,1,group-97
A98_0,98,再生可能エネルギーを3倍に拡大する計画を策定すべき,1_4,2_32,true,1090,2,A98_0,dhtool2025/full-complete-compressed,,1,group-98
A98_0,182,再生可能エネルギーを3倍に拡大する計画を策定すべき,1_4,2_32,true,1090,2,A98_0,dhtool2025/full-complete-compressed,,1,group-182
A98_0,399,再生可能エネルギーを3倍に拡大する計画を策定すべき,1_4,2_32,true,1090,2,A98_0,dhtool2025/full-complete-compressed,,1,group-399
A98_1,98,建物の断熱基準を強化すべき,1_1,2_53,false,816,3,A86_9,dhtool2025/full-complete-compressed,,1,group-98
A98_2,98,日本はCOP28で合意された2030年までの再エネ設備容量3倍及びエネルギー効率改善率2倍というグローバル目標に貢献すべき,1_2,2_42,true,977,1,A98_2,dhtool2025/full-complete-compressed,,1,group-98
A98_3,98,乱開発を防止し、太陽光パネルの設置や洋上風力発電の活用を進めるべき,1_4,2_22,true,1223,1,A98_3,dhtool2025/full-complete-compressed,,1,group-98
A98_4,98,日本の家屋の断熱性能を向上させるために新築住宅の基準見直しや公共施設の断熱性能向上をすべき,1_1,2_53,false,816,3,A86_9,dhtool2025/full-complete-compressed,,1,group-98
A99_0,99,原子力発電の割合を増やす電源政策ではなく、老朽化原発の運転停止や使用済み核燃料を増やさない政策が必要である。,1_4,2_44,true,435,1,A99_0,dhtool2025/full-complete-compressed,,1,group-99
A99_1,99,使用済み核燃料の地層埋設処分は安全性に欠ける可能性がある。,1_5,2_33,true,368,1,A99_1,dhtool2025/full-complete-compressed,,1,group-99
A99_2,99,ウランを輸入に頼っているため、原子力発電は脱炭素に有効な手段とは思えない。,1_5,2_36,true,518,1,A99_2,dhtool2025/full-complete-compressed,,1,group-99
A99_3,99,既存原発が海に排熱を放出していることが温暖化を促進している可能性がある。,1_6,2_6,true,165,1,A99_3,dhtool2025/full-complete-compressed,,1,group-99
A99_4,99,原発の比率をこれまで以上に低減していくことを要望する。,1_4,2_13,false,475,2,A54_0,dhtool2025/full-complete-compressed,,1,group-99
A100_0,100,原子力の依存度を可能な限り低減するという安定供給を軽視した文言を削除した点は評価できる。,1_4,2_13,true,407,2,A100_0,dhtool2025/full-complete-compressed,,1,group-100
A100_1,100,高温ガス炉や核融合について計画中に言及していた点は高く評価する。,1_5,2_36,true,1138,1,A100_1,dhtool2025/full-complete-compressed,,1,group-100
A100_2,100,高温ガス炉による核燃料サイクルも選択肢として検討すべきである。,1_5,2_36,true,1139,1,A100_2,dhtool2025/full-complete-compressed,,1,group-100
A100_3,100,火力発電を完全になくすという文言にはしなかった点は評価できる。,1_5,2_62,true,992,1,A100_3,dhtool2025/full-complete-compressed,,1,group-100
A100_4,100,再生可能エネルギーの統合コスト試算が火力発電で調整する前提で試算されている点は矛盾している。,1_4,2_9,true,1099,2,A100_4,dhtool2025/full-complete-compressed,,1,group-100
A100_5,100,再生可能エネルギーのコスト試算には過去の気象データを用いた現実的な試算が必要である。,1_4,2_32,true,1100,1,A100_5,dhtool2025/full-complete-compressed,,1,group-100
A100_6,100,再生可能エネルギーの発電コスト試算において、調整力を火力を使わない場合の蓄電池のコストを考慮すべきである。,1_4,2_9,false,1099,2,A100_4,dhtool2025/full-complete-compressed,,1,group-100
A100_7,100,送電網増強費用を考慮せずに再生可能エネルギーの発電コストを試算するのは問題である。,1_4,2_9,true,1101,1,A100_7,dhtool2025/full-complete-compressed,,1,group-100
A100_8,100,ペロブスカイト太陽光について過大評価している印象がある。,1_4,2_22,true,1132,1,A100_8,dhtool2025/full-complete-compressed,,1,group-100
A100_9,100,再生可能エネルギーや蓄電池、EVの製造過程のCO2やレアメタルのライフサイクルアセスメントを評価すべきである。,1_4,2_14,true,1309,1,A100_9,dhtool2025/full-complete-compressed,,1,group-100
A100_10,100,脱炭素政策により生じる電気代へのインパクトを緻密に算出すべきである。,1_4,2_44,true,266,1,A100_10,dhtool2025/full-complete-compressed,,1,group-100
A100_11,100,再エネと蓄電池比率については現実に即して見直すべきである。,1_4,2_9,true,1194,1,A100_11,dhtool2025/full-complete-compressed,,1,group-100
A101_0,101,政府のinnovationに対する取り組みは遅れており、再エネの取り組みにおいても我が国は欧州と比べて遅れている。,1_1,2_25,false,851,2,A87_0,dhtool2025/full-complete-compressed,,1,group-101
A101_1,101,原発を重要電源に設定していることが再エネの取り組みを遅らせている。,1_4,2_39,false,499,2,A87_1,dhtool2025/full-complete-compressed,,1,group-101
A101_2,101,原子力は早急に電源としての役割を終えるべきである。,1_5,2_62,true,524,2,A101_2,dhtool2025/full-complete-compressed,,1,group-101
A101_4,101,核廃棄物の処理は重要な問題であるが、原発利用の議論が活発でバランスが取れていない。,1_6,2_49,false,322,2,A87_4,dhtool2025/full-complete-compressed,,1,group-101
A102_0,102,第7次エネルギー基本計画（案）に反対である。,1_7,2_47,true,1057,10,A102_0,dhtool2025/full-complete-compressed,,1,group-102
A102_1,102,原子力の推進があり、2040年度の電源構成が2割に達することに懸念がある。,1_1,2_51,true,1359,1,A102_1,dhtool2025/full-complete-compressed,,1,group-102
A102_2,102,再生可能エネルギーの構成率が低すぎる。,1_4,2_32,false,1092,2,A38_1,dhtool2025/full-complete-compressed,,1,group-102
A102_3,102,火力発電の構成率が高いことに問題がある。,1_4,2_60,true,1213,1,A102_3,dhtool2025/full-complete-compressed,,1,group-102
A102_4,102,S+3Eを考えるなら、原発は即時廃止すべきであり、コストも安くなく、事故が起きれば環境への影響は計り知れない。,1_1,2_63,true,1305,1,A102_4,dhtool2025/full-complete-compressed,,1,group-102
A102_5,102,この基本計画ではCO2排出削減が世界水準に達することは難しい。,1_1,2_12,true,849,1,A102_5,dhtool2025/full-complete-compressed,,1,group-102
A102_6,102,再生可能エネルギーと省エネにもっと予算と資源を投入し、エネルギーの自給自足を進めるべきである。,1_4,2_32,true,1096,3,A102_6,dhtool2025/full-complete-compressed,,1,group-102
A103_0,103,エネルギー政策の基本はS＋3E（安全性、エネルギーの安定供給、経済効率性、環境への適合）であるべき。,1_1,2_63,true,1303,2,A103_0,dhtool2025/full-complete-compressed,,1,group-103
A103_1,103,カーボンニュートラルを実現するためには、再生可能エネルギー、原子力、省エネルギー技術、水素などの次世代燃料、炭素回収技術をすべて進展させる必要がある。,1_2,2_17,true,896,1,A103_1,dhtool2025/full-complete-compressed,,1,group-103
A103_2,103,日本の国土で原発を事故なく稼働させることは不可能であり、放射性廃棄物の安全な管理も難しい。原発は長期的には高い発電方法である。,1_6,2_6,true,350,1,A103_2,dhtool2025/full-complete-compressed,,1,group-103
A103_3,103,カーボンニュートラルが本当に人類にとって問題なのか議論が分かれる中、これを第一優先に考えることは間違っている。,1_2,2_17,true,898,1,A103_3,dhtool2025/full-complete-compressed,,1,group-103
A103_4,103,メタンハイドレートや国内石油・天然ガスの開発はコストが高くても景気浮揚につながり、自前のエネルギーを持つことは安全保障政策にもなる。,1_2,2_17,true,1325,1,A103_4,dhtool2025/full-complete-compressed,,1,group-103
A103_5,103,炭素回収技術に国をあげて取り組むべきであり、CO2を太陽エネルギーで固体化させる技術の研究に国をあげて取り組むべき。,1_2,2_17,true,943,1,A103_5,dhtool2025/full-complete-compressed,,1,group-103
A103_6,103,原発必要という議論が続く中で、反する技術に取り組んでいないように感じられる。子孫が日本に住み続けるために何が必要かを本気で議論し、国民に示してほしい。,1_8,2_40,true,433,1,A103_6,dhtool2025/full-complete-compressed,,1,group-103
A104_0,104,原発の費用や温暖化に対する貢献度を、将来にかかるCO2と費用を現在の使用量に換算して決めるべきである。,1_5,2_38,true,264,1,A104_0,dhtool2025/full-complete-compressed,,1,group-104
A104_1,104,現在の石油や太陽光発電と比較して原発が良いとするのはおかしい。,1_4,2_22,true,1128,1,A104_1,dhtool2025/full-complete-compressed,,1,group-104
A104_2,104,将来の費用を考慮せずに原発のコストを税金で賄うのは問題であり、将来の人間がその管理をしなければならないことを考慮すべきである。,1_5,2_24,true,265,1,A104_2,dhtool2025/full-complete-compressed,,1,group-104
A105_0,105,脱炭素に関する一般市民の理解不足が問題であり、啓発活動が必要である。,1_2,2_43,true,931,1,A105_0,dhtool2025/full-complete-compressed,,1,group-105
A105_1,105,脱炭素を『じぶんごと』として捉える重要性があるが、具体的な促進策が必要である。,1_2,2_43,true,938,1,A105_1,dhtool2025/full-complete-compressed,,1,group-105
A105_2,105,旧来の広報や現場任せの方法では改善が見込めない。,1_8,2_55,true,783,1,A105_2,dhtool2025/full-complete-compressed,,1,group-105
A105_3,105,独自に講座を開催する必要があるが、行政の支援が期待できない。,1_1,2_18,true,790,1,A105_3,dhtool2025/full-complete-compressed,,1,group-105
A106_0,106,エネルギー基本計画案では、原子力発電への依存度を減らし、再生可能エネルギーの導入を加速化すべきである。,1_7,2_11,false,1264,2,A41_3,dhtool2025/full-complete-compressed,,1,group-106
A106_1,106,原子力発電所の安全対策について、より具体的な情報を公開し、安全性を徹底的に検証する必要がある。,1_5,2_52,true,85,1,A106_1,dhtool2025/full-complete-compressed,,1,group-106
A106_2,106,事故発生時の対応について、現実的な対策を策定し、国民に周知することが重要である。,1_6,2_57,true,214,1,A106_2,dhtool2025/full-complete-compressed,,1,group-106
A106_3,106,使用済核燃料の処分方法について、早期に解決策を見出し、未来世代に負担を押し付けないようにすべきである。,1_4,2_0,true,873,1,A106_3,dhtool2025/full-complete-compressed,,1,group-106
A106_4,106,新型炉については、安全性と費用対効果を慎重に検討し、導入の是非を判断する必要がある。,1_5,2_36,true,1143,1,A106_4,dhtool2025/full-complete-compressed,,1,group-106
A106_5,106,エネルギー政策の決定過程に、国民の意見を反映させる仕組みを構築すべきである。,1_7,2_54,true,1271,1,A106_5,dhtool2025/full-complete-compressed,,1,group-106
A106_6,106,水素やアンモニア等の次世代エネルギーの開発を推進することが求められる。,1_3,2_58,true,1055,1,A106_6,dhtool2025/full-complete-compressed,,1,group-106
A106_7,106,エネルギー転換に伴う国民負担を最小限に抑えるための対策を講じるべきである。,1_1,2_25,true,1349,1,A106_7,dhtool2025/full-complete-compressed,,1,group-106
A107_0,107,再生可能エネルギーの導入拡大は喫緊の課題であり、エネルギー基本計画案では再生可能エネルギーを主力電源化する方針が示されているが、具体的な数値目標や導入スケジュールが欠如している。,1_4,2_14,true,1265,1,A107_0,dhtool2025/full-complete-compressed,,1,group-107
A107_1,107,再生可能エネルギー導入に向けた課題認識が甘く、適地不足や系統制約、コスト問題、地域との共生、環境アセスメントなどに対する具体的な対策が必要である。,1_4,2_14,true,1085,2,A107_1,dhtool2025/full-complete-compressed,,1,group-107
A107_2,107,太陽光発電に過度な期待が寄せられているが、発電量の変動やパネルのリサイクル問題、国産化率の低さなどの課題が存在する。,1_4,2_22,true,1122,1,A107_2,dhtool2025/full-complete-compressed,,1,group-107
A107_3,107,再生可能エネルギーに関する議論が太陽光発電に偏重しており、地熱発電やバイオマス発電、海洋エネルギーなど他の再生可能エネルギーへの言及が不足している。,1_4,2_20,true,1235,1,A107_3,dhtool2025/full-complete-compressed,,1,group-107
A107_4,107,再生可能エネルギーの導入拡大にはイノベーションが不可欠であるが、具体的な政策や技術開発支援、実証実験の促進、国際標準化の推進が不足している。,1_4,2_14,true,1086,1,A107_4,dhtool2025/full-complete-compressed,,1,group-107
A108_0,108,エネルギー転換には多額の費用が必要であり、その負担は最終的に国民に及ぶ可能性がある。,1_4,2_14,true,1350,1,A108_0,dhtool2025/full-complete-compressed,,1,group-108
A108_1,108,再生可能エネルギーの導入コストは高く、電気料金に転嫁される可能性がある。,1_4,2_32,true,1105,1,A108_1,dhtool2025/full-complete-compressed,,1,group-108
A108_2,108,化石燃料からの転換には新たな設備投資や技術開発が必要であり、これらの費用も国民が負担することになる。,1_2,2_17,true,881,1,A108_2,dhtool2025/full-complete-compressed,,1,group-108
A108_3,108,送配電網の整備には多額の費用がかかり、これも国民の負担となる。,1_1,2_18,true,1187,1,A108_3,dhtool2025/full-complete-compressed,,1,group-108
A108_4,108,エネルギー転換は経済に様々な影響を与える可能性があり、特に産業競争力や雇用に影響を及ぼす。,1_4,2_14,true,1311,1,A108_4,dhtool2025/full-complete-compressed,,1,group-108
A108_5,108,エネルギー転換の負担は公平に分担される必要があり、低所得者層への支援策が必要である。,1_1,2_25,true,1329,1,A108_5,dhtool2025/full-complete-compressed,,1,group-108
A108_6,108,エネルギー基本計画案は国民負担の増加や経済への影響に対する配慮が不足している。,1_7,2_11,true,1251,2,A108_6,dhtool2025/full-complete-compressed,,1,group-108
A108_7,108,コスト意識の向上と経済合理性の重視が求められる。,1_1,2_25,true,613,1,A108_7,dhtool2025/full-complete-compressed,,1,group-108
A108_8,108,国民への十分な説明と理解が必要であり、情報公開を徹底する必要がある。,1_7,2_45,true,577,1,A108_8,dhtool2025/full-complete-compressed,,1,group-108
A109_0,109,放射線の量と広島や福島の事故時の放射線量の比較図を入れないと、子供には問題が明確に伝わらない。,1_6,2_31,true,196,1,A109_0,dhtool2025/full-complete-compressed,,1,group-109
A109_1,109,事故時の放射線放出量比較図があってこそ、事故時には安全な場所に逃げる必要があるという意識が醸成される。,1_6,2_31,true,197,1,A109_1,dhtool2025/full-complete-compressed,,1,group-109
A109_2,109,内部被ばくについての説明がないため、放射線量の高いものを食べてはいけない理由が理解できない。,1_6,2_31,true,198,1,A109_2,dhtool2025/full-complete-compressed,,1,group-109
A109_3,109,EUの基準についても説明が必要である。,1_7,2_54,true,689,1,A109_3,dhtool2025/full-complete-compressed,,1,group-109
A109_4,109,復興再生に向けた取組に関する文章には矛盾があり、教育書としてふさわしくない。真相を伝えるべきである。,1_4,2_0,true,785,1,A109_4,dhtool2025/full-complete-compressed,,1,group-109
A110_0,110,第7次エネルギー基本計画（案）は脱原発、脱炭素に全力で取り組む計画になっていない。,1_7,2_11,false,1066,4,A76_0,dhtool2025/full-complete-compressed,,1,group-110
A110_1,110,化石燃料並びにウランは輸入に頼らざるを得ず、エネルギーの安全保障上のリスクが大き過ぎる。,1_2,2_17,true,887,1,A110_1,dhtool2025/full-complete-compressed,,1,group-110
A110_2,110,原子力発電所は敵国からの恰好の標的となる。,1_8,2_23,true,62,1,A110_2,dhtool2025/full-complete-compressed,,1,group-110
A110_3,110,使用済み核燃料の再処理はいまだに目処が立っていない。,1_5,2_33,true,370,1,A110_3,dhtool2025/full-complete-compressed,,1,group-110
A110_4,110,COP並びにG7での約束を守れなければ日本の存在価値を下げ世界の信用を失う。,1_2,2_42,true,855,1,A110_4,dhtool2025/full-complete-compressed,,1,group-110
A110_5,110,エネルギーの自給率向上・地産地消及び自家使用を積極的に推進支援する制度を策定すべき。,1_4,2_14,true,1336,1,A110_5,dhtool2025/full-complete-compressed,,1,group-110
A110_6,110,対象とするエネルギーは太陽光、太陽熱、地中熱、小水力と蓄電池及びマイクログリッドとする。,1_4,2_20,true,1243,1,A110_6,dhtool2025/full-complete-compressed,,1,group-110
A110_7,110,再生可能エネルギーとして地熱発電、中小水力発電、潮力・海流発電を対象とした支援策、人材開発、技術開発、産業育成を推進すべき。,1_4,2_9,true,1335,1,A110_7,dhtool2025/full-complete-compressed,,1,group-110
A110_8,110,環境省の資料によれば太陽光、風力、中小水力、地熱だけで必要電力量を賄える。,1_4,2_20,true,1242,1,A110_8,dhtool2025/full-complete-compressed,,1,group-110
A110_9,110,原子力発電の再稼働並びに新増設は禁止すべき。,1_8,2_46,true,537,1,A110_9,dhtool2025/full-complete-compressed,,1,group-110
A110_10,110,廃炉の技術開発は推進すべき。,1_8,2_15,true,385,2,A110_10,dhtool2025/full-complete-compressed,,1,group-110
A110_11,110,日本人としてプライドの持てる、世界に誇れる計画にするべき。,1_1,2_18,true,667,1,A110_11,dhtool2025/full-complete-compressed,,1,group-110
A111_0,111,日本は原発の電源構成に頼らない社会を目指すべきである。,1_5,2_5,true,42,1,A111_0,dhtool2025/full-complete-compressed,,1,group-111
A111_1,111,原子力発電はコストが高く、電気浪費が激しい電源である。,1_5,2_38,true,270,1,A111_1,dhtool2025/full-complete-compressed,,1,group-111
A111_2,111,2040年度は原子発電0%を目指すべきである。,1_1,2_51,true,1360,1,A111_2,dhtool2025/full-complete-compressed,,1,group-111
A111_3,111,原発は軍事攻撃対象になり得るため、リスクが高い。,1_8,2_23,true,58,1,A111_3,dhtool2025/full-complete-compressed,,1,group-111
A111_4,111,日本は原発推進の政策をやめ、すべての原発を停止し、廃炉にするべきである。,1_8,2_15,false,393,3,A417_0,dhtool2025/full-complete-compressed,,1,group-111
A112_0,112,原発の新設に反対すべき,1_8,2_40,false,226,9,A442_1,dhtool2025/full-complete-compressed,,1,group-112
A112_1,112,電気料金の値上げに反対すべき,1_8,2_55,true,242,2,A112_1,dhtool2025/full-complete-compressed,,1,group-112
A112_2,112,再生可能エネルギーにシフトすべき,1_4,2_32,true,1082,2,A112_2,dhtool2025/full-complete-compressed,,1,group-112
A113_0,113,火力発電は再生可能エネルギーによる出力変動や周波数変動を補う調整力として重要な役割を担っている。,1_4,2_9,true,1209,1,A113_0,dhtool2025/full-complete-compressed,,1,group-113
A113_1,113,石油、石炭火力機の休廃止に伴い、短絡容量の確保が技術的な問題として顕在化している。,1_2,2_3,true,911,1,A113_1,dhtool2025/full-complete-compressed,,1,group-113
A113_2,113,短絡容量についての記載を検討すべき。,1_4,2_44,true,700,1,A113_2,dhtool2025/full-complete-compressed,,1,group-113
A114_0,114,土地があり、食料を自給できれば社会は何とかなるが、土地が放射能に汚染されてしまうと問題が生じる,1_6,2_31,true,181,1,A114_0,dhtool2025/full-complete-compressed,,1,group-114
A114_1,114,原発推進は亡国の政策であり、原発推進に反対する,1_8,2_7,true,225,1,A114_1,dhtool2025/full-complete-compressed,,1,group-114
A115_0,115,エネルギー基本計画は国家のエネルギー安全保障を最優先に考慮すべきであり、脱炭素目標を重視しすぎることはエネルギー供給の安定性を損なう可能性がある。,1_7,2_11,true,1255,1,A115_0,dhtool2025/full-complete-compressed,,1,group-115
A115_1,115,再生可能エネルギーの比率を適切な水準に抑え、液化天然ガス（LNG）火力発電の比率を増やすべきである。,1_4,2_32,true,1376,1,A115_1,dhtool2025/full-complete-compressed,,1,group-115
A115_2,115,二酸化炭素の排出に対するコストを国民に転嫁することは、現時点で国民の理解と支持を得られていない。,1_2,2_43,true,933,1,A115_2,dhtool2025/full-complete-compressed,,1,group-115
A115_3,115,排出権取引の導入や炭素税の賦課は国民への負担増を前提とした計画であり、再考すべきである。,1_2,2_43,true,593,1,A115_3,dhtool2025/full-complete-compressed,,1,group-115
A115_4,115,化石燃料の輸入が国富の流出につながるとの主張はミスリードであり、エネルギー政策の判断基準として適切ではない。,1_2,2_17,true,884,1,A115_4,dhtool2025/full-complete-compressed,,1,group-115
A115_5,115,再生可能エネルギーや蓄電池のみでエネルギー自給率を100%にすることは現時点では実現可能性が低い。,1_4,2_32,true,1106,3,A115_5,dhtool2025/full-complete-compressed,,1,group-115
A115_6,115,排出権取引の導入に関しては国民全体での議論が必要であり、透明性の高いプロセスを経るべきである。,1_7,2_54,true,594,1,A115_6,dhtool2025/full-complete-compressed,,1,group-115
A115_7,115,エネルギー基本計画の審議会には多様な視点を取り入れるため、一般国民や生活者の視点を持つ委員を加えることが重要である。,1_7,2_16,false,1276,3,A86_1,dhtool2025/full-complete-compressed,,1,group-115
A115_8,115,国民は脱炭素に関する関心や理解が低く、政府は国民を巻き込んだ十分な議論を行っていない。,1_2,2_43,true,932,1,A115_8,dhtool2025/full-complete-compressed,,1,group-115
A115_9,115,国民への説明責任を果たし、具体的な数値を示して国民的な議論を経るべきである。,1_7,2_45,true,578,1,A115_9,dhtool2025/full-complete-compressed,,1,group-115
A115_10,115,一部の環境市民団体や環境系の学者の意見が国民全体の意見であるかのように誤解されることのないようにすべきである。,1_7,2_16,true,584,1,A115_10,dhtool2025/full-complete-compressed,,1,group-115
A116_0,116,原発依存度の低減は削除しないで残すべき,1_4,2_13,true,418,3,A116_0,dhtool2025/full-complete-compressed,,1,group-116
A116_1,116,万が一の事故に備えた周辺住民の避難計画は十分に整備されていない,1_6,2_27,true,190,1,A116_1,dhtool2025/full-complete-compressed,,1,group-116
